innvandring,kjonn,alder,tillit,utdanning,venstre_hoyre
3,Female,66,No trust at all,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",NA
7,Male,36,NA,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",Left
6,Female,57,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
3,Male,65,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
8,Female,46,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Left
2,Male,28,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
10,Female,28,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",2
0,Male,52,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
4,Male,73,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
6,Male,45,5,Vitnemål fra folkehøgskole,8
7,Male,54,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
7,Male,44,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
7,Male,39,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",2
6,Female,70,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
6,Male,19,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
8,Male,47,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Male,25,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
7,Female,67,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
5,Male,20,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
6,Male,NA,7,Ingen fullført utdanning,2
5,Male,29,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
10,Female,29,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
6,Male,59,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",3
7,Male,24,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",Left
7,Female,66,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
3,Female,60,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Left
7,Male,38,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
4,Female,66,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
3,Female,50,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",NA
7,Female,35,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
4,Female,60,3,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",3
3,Male,54,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",9
6,Female,60,8,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
7,Male,58,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",9
10,Male,49,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",1
NA,Female,17,3,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
10,Female,32,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",2
5,Female,53,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Male,69,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
7,Female,39,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
5,Female,25,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",NA
10,Male,23,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
5,Female,56,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
5,Male,29,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
7,Female,63,3,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",NA
5,Female,30,2,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",NA
5,Female,17,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
7,Male,45,9,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",9
7,Female,69,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Left
8,Female,49,No trust at all,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Left
8,Male,77,8,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",8
4,Female,45,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
3,Female,51,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
3,Male,22,2,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",Right
5,Female,19,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
8,Female,29,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
5,Male,61,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
10,Female,67,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
5,Female,29,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
5,Female,75,1,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
4,Male,46,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
8,Female,16,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
7,Female,77,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
5,Male,70,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
9,Female,39,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
5,Male,26,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
5,Male,87,9,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",Right
8,Male,77,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",1
8,Female,32,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
10,Male,16,5,Barneskole (første del av obligatorisk utdanning),5
6,Female,49,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Male,51,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
7,Female,63,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Male,22,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
8,Male,67,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Female,74,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Male,23,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
8,Male,68,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",2
5,Male,27,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Male,43,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
5,Female,35,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
2,Female,55,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
6,Female,45,8,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",8
5,Female,75,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
6,Male,21,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Male,43,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
7,Male,22,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
5,Male,73,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
7,Female,49,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
5,Female,78,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
4,Male,66,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
3,Male,74,2,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
8,Male,37,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",NA
7,Female,72,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",7
5,Male,26,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
7,Male,64,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
9,Female,71,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",1
9,Female,63,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Left
3,Male,34,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
8,Male,71,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Female,35,2,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
4,Male,55,2,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
6,Female,57,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",7
7,Male,62,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Male,73,8,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
10,Male,43,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",5
8,Male,64,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",3
7,Female,NA,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",4
4,Male,40,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",3
7,Female,48,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
8,Female,22,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
4,Female,50,4,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",8
5,Male,82,9,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",3
7,Female,47,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",6
7,Female,65,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
7,Male,55,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",8
5,Female,59,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
5,Female,55,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",4
8,Male,22,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",4
5,Female,16,7,Barneskole (første del av obligatorisk utdanning),5
8,Female,28,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
5,Male,65,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
9,Male,67,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
8,Male,55,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
7,Male,69,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
5,Male,43,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Male,79,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
6,Male,69,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
4,Male,58,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
5,Female,40,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
0,Female,36,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",9
0,Male,60,1,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
6,Female,33,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
8,Female,75,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",6
8,Female,22,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",5
8,Female,51,3,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
5,Male,34,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
5,Female,53,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
7,Female,54,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",9
3,Male,46,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
5,Male,NA,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
5,Male,26,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
5,Male,63,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",9
6,Female,56,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
5,Female,35,3,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
6,Female,33,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Female,27,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
7,Male,17,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
3,Female,40,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
3,Female,32,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
7,Female,NA,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
10,Male,NA,NA,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",NA
5,Male,27,1,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
8,Female,39,3,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
9,Male,NA,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
7,Female,30,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
6,Male,38,9,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
8,Female,62,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
5,Female,28,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
6,Female,61,8,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
10,Female,34,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",Right
7,Male,49,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
5,Male,39,3,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
10,Male,24,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
8,Female,47,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Male,76,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
5,Male,57,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
7,Male,33,3,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
8,Female,22,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",3
5,Male,58,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",9
7,Male,75,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
6,Male,32,4,Forkurs til universitet/høgskole som ikke gir studiepoeng,NA
5,Male,74,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
10,Male,NA,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
8,Male,52,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
6,Male,52,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
8,Female,26,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
7,Female,35,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Male,46,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
8,Male,64,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",9
7,Male,30,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",2
5,Male,59,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
4,Male,54,2,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Right
10,Female,57,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
8,Male,59,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Left
5,Female,18,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
6,Male,48,6,"Forskernivå (Doktorgrad, Ph.d.)",6
8,Male,58,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",Left
7,Female,73,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
8,Female,74,3,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",3
5,Female,33,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
7,Female,33,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
NA,Female,40,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",NA
7,Female,78,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
5,Female,41,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
6,Female,60,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
5,Male,30,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
5,Male,50,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
5,Female,27,8,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
8,Male,33,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
8,Male,71,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
5,Female,23,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
8,Male,68,3,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
7,Female,21,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
6,Male,34,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
7,Female,68,8,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",2
5,Female,77,4,Vitnemål fra folkehøgskole,2
5,Male,72,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Female,15,7,Barneskole (første del av obligatorisk utdanning),NA
7,Male,45,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
5,Male,87,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
8,Female,49,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Male,33,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
8,Female,72,3,Vitnemål fra folkehøgskole,8
3,Female,54,3,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",6
5,Male,47,2,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
7,Male,40,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
10,Male,49,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
5,Male,46,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Female,80,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Right
7,Male,NA,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",2
10,Female,47,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
5,Female,56,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
5,Female,18,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Right
6,Male,45,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",6
5,Female,69,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
1,Male,53,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
5,Female,72,4,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",2
7,Female,49,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
6,Male,74,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
6,Female,43,7,"Forskernivå (Doktorgrad, Ph.d.)",3
5,Female,70,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
6,Female,76,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
10,Female,26,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
4,Female,80,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
3,Female,47,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
8,Male,49,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
NA,Male,39,2,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",2
7,Male,73,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
6,Female,64,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
9,Male,43,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",3
4,Male,75,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
7,Male,55,4,"Forskernivå (Doktorgrad, Ph.d.)",8
8,Male,46,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
10,Male,29,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
5,Female,51,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Male,77,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
5,Male,78,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Left
5,Male,26,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
9,Male,48,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
5,Male,27,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",4
5,Female,24,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
6,Female,24,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
5,Male,54,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
8,Male,51,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
8,Male,18,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
7,Female,60,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
2,Male,64,2,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
6,Female,16,9,Barneskole (første del av obligatorisk utdanning),5
9,Female,24,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
5,Male,35,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
8,Female,45,8,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
6,Female,30,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
